,Year,first_letter,Count,total,percentage
1842,1951,V,52858,3681122,1.4359208958572958
1843,1951,W,116861,3681122,3.1746027434026907
1844,1951,X,80,3681122,0.0021732504383174477
1845,1951,Y,5809,3681122,0.15780514745232568
1846,1951,Z,1431,3681122,0.038874017215403345
1847,1952,A,134987,3798975,3.5532479155561694
1848,1952,B,178750,3798975,4.705216538671615
1849,1952,C,276611,3798975,7.281200850229339
1850,1952,D,413017,3798975,10.871800946307886
1851,1952,E,120213,3798975,3.164353542731921
1852,1952,F,52157,3798975,1.3729229594824919
1853,1952,G,164618,3798975,4.333221461051994
1854,1952,H,53788,3798975,1.4158555926269585
1855,1952,I,13850,3798975,0.36457202271665384
1856,1952,J,480921,3798975,12.659230450318837
1857,1952,K,157690,3798975,4.150856481024487
1858,1952,L,232282,3798975,6.1143334715285045
1859,1952,M,338186,3798975,8.902032785159154
1860,1952,N,62359,3798975,1.6414690804756544
1861,1952,O,9225,3798975,0.2428286577300456
1862,1952,P,177042,3798975,4.660257043018182
1863,1952,Q,613,3798975,0.01613593140254937
1864,1952,R,357937,3798975,9.421936180153857
1865,1952,S,259179,3798975,6.822340236511164
1866,1952,T,132073,3798975,3.476543014892175
1867,1952,U,1554,3798975,0.04090577063550037
1868,1952,V,57455,3798975,1.5123816292552597
1869,1952,W,116888,3798975,3.0768299343901973
1870,1952,X,94,3798975,0.002474351634322416
1871,1952,Y,6163,3798975,0.16222796938647926
1872,1952,Z,1323,3798975,0.034825183108601665
1873,1953,A,136800,3850103,3.553151694902708
1874,1953,B,177757,3850103,4.616941416891963
1875,1953,C,271598,3850103,7.054304780937029
1876,1953,D,433918,3850103,11.270295885590594
1877,1953,E,117553,3850103,3.053242991161535
1878,1953,F,51440,3850103,1.336068151942948
1879,1953,G,161509,3850103,4.194926733128958
1880,1953,H,52378,3850103,1.3604311365176465
1881,1953,I,13343,3850103,0.34656215690852943
1882,1953,J,482790,3850103,12.539664523260807
1883,1953,K,159839,3850103,4.151551270186798
1884,1953,L,227672,3850103,5.9134002389027
1885,1953,M,348593,3850103,9.05412140921944
1886,1953,N,60921,3850103,1.5823213041313442
1887,1953,O,9112,3850103,0.23666899301135583
1888,1953,P,182531,3850103,4.740938099578115
1889,1953,Q,568,3850103,0.014752852066555102
1890,1953,R,374626,3850103,9.730285137826183
1891,1953,S,267249,3850103,6.941346763969691
1892,1953,T,137248,3850103,3.5647877472368923
1893,1953,U,1547,3850103,0.040180743216480186
1894,1953,V,58133,3850103,1.5099076570159293
1895,1953,W,115009,3850103,2.987166836835274
1896,1953,X,101,3850103,0.0026233064414120867
1897,1953,Y,6381,3850103,0.1657358257688171
1898,1953,Z,1487,3850103,0.03862234335029478
1899,1954,A,139931,3979056,3.5166883803595623
1900,1954,B,178040,3979056,4.474428105560716
1901,1954,C,275730,3979056,6.929533034971108
1902,1954,D,459877,3979056,11.55743975455485
1903,1954,E,118955,3979056,2.9895281694954785
1904,1954,F,50277,3979056,1.263540900153202
1905,1954,G,164653,3979056,4.1379915236176625
1906,1954,H,51673,3979056,1.2986245983972078
1907,1954,I,13111,3979056,0.3295002633790527
1908,1954,J,491815,3979056,12.360092444036978
1909,1954,K,174229,3979056,4.378651619881701
1910,1954,L,230073,3979056,5.782100075997925
1911,1954,M,372168,3979056,9.353173214953497
1912,1954,N,60871,3979056,1.5297849540192447
1913,1954,O,9115,3979056,0.22907443373503664
1914,1954,P,183071,3979056,4.600865129819736
1915,1954,Q,595,3979056,0.014953295455002392
1916,1954,R,384461,3979056,9.662115838530545
1917,1954,S,281666,3979056,7.078714147275132
1918,1954,T,151409,3979056,3.8051487589016086
1919,1954,U,1670,3979056,0.04196975363000671
1920,1954,V,62067,3979056,1.5598423344632497
1921,1954,W,115479,3979056,2.9021707661314644
1922,1954,X,117,3979056,0.0029403959130004705
1923,1954,Y,6443,3979056,0.16192282792702592
1924,1954,Z,1560,3979056,0.039205278840006276
1925,1955,A,142621,4012582,3.554344808405162
1926,1955,B,175529,4012582,4.37446511996515
1927,1955,C,285111,4012582,7.105424886021021
1928,1955,D,477758,4012582,11.906498110194384
1929,1955,E,117609,4012582,2.9310055221301394
1930,1955,F,48883,4012582,1.218243016591312
1931,1955,G,160840,4012582,4.008391604208961
1932,1955,H,50701,4012582,1.2635505018962851
1933,1955,I,13017,4012582,0.3244045853766976
1934,1955,J,489537,4012582,12.200049743531721
1935,1955,K,187980,4012582,4.6847640746033345
1936,1955,L,228263,4012582,5.688681253118316
1937,1955,M,367345,4012582,9.154828486994159
1938,1955,N,60040,4012582,1.4962934090817332
1939,1955,O,8465,4012582,0.2109614208507141
1940,1955,P,180291,4012582,4.493141822397648
1941,1955,Q,656,4012582,0.016348575555589894
1942,1955,R,380825,4012582,9.49077177737427
1943,1955,S,285551,4012582,7.116390394015625
1944,1955,T,164925,4012582,4.110196377295218
1945,1955,U,1581,4012582,0.039401063953334786
1946,1955,V,63243,4012582,1.5761173229606276
1947,1955,W,113445,4012582,2.8272319419266694
1948,1955,X,132,4012582,0.003289652398380893
1949,1955,Y,6586,4012582,0.16413371739194366
1950,1955,Z,1648,4012582,0.041070811761603876
1951,1956,A,149843,4121206,3.6359017239128546
1952,1956,B,182627,4121206,4.4313970231044015
1953,1956,C,301077,4121206,7.30555570384009
1954,1956,D,478899,4121206,11.620360642006247
1955,1956,E,117946,4121206,2.861929250806681
1956,1956,F,48250,4121206,1.1707737977669643
1957,1956,G,158724,4121206,3.851396896927744
1958,1956,H,49543,4121206,1.2021481090729267
1959,1956,I,13047,4121206,0.31658208786457165
1960,1956,J,497235,4121206,12.065278949899618
1961,1956,K,213885,4121206,5.189864326122014
1962,1956,L,233780,4121206,5.672611366672766
1963,1956,M,377279,4121206,9.154577567828447
1964,1956,N,59377,4121206,1.4407675811400837
1965,1956,O,8348,4121206,0.20256206557012682
1966,1956,P,178884,4121206,4.340574094087993
1967,1956,Q,667,4121206,0.016184582862395134
1968,1956,R,391517,4121206,9.500058963322871
1969,1956,S,296566,4121206,7.196097453027099
1970,1956,T,176485,4121206,4.2823629782156
1971,1956,U,1460,4121206,0.03542652320704182
1972,1956,V,64538,4121206,1.5659979142027842
1973,1956,W,112266,4121206,2.724105516686135
1974,1956,X,84,4121206,0.0020382383215010362
1975,1956,Y,7238,4121206,0.17562820203600596
1976,1956,Z,1641,4121206,0.039818441495038104
1977,1957,A,153862,4200026,3.6633582744487776
1978,1957,B,190487,4200026,4.5353766857633735
1979,1957,C,323168,4200026,7.694428558299402
1980,1957,D,476247,4200026,11.33914409101277
1981,1957,E,119302,4200026,2.840506225437652
1982,1957,F,47297,4200026,1.1261120764490504
1983,1957,G,156572,4200026,3.7278816845419525
1984,1957,H,48241,4200026,1.1485881277877803
1985,1957,I,12982,4200026,0.30909332466037115
1986,1957,J,503711,4200026,11.993044804960732
1987,1957,K,228792,4200026,5.447394849460456
1988,1957,L,238979,4200026,5.689940967032109
1989,1957,M,387642,4200026,9.229514293482945
1990,1957,N,58440,4200026,1.3914199578764512
1991,1957,O,8264,4200026,0.19676068671955843
1992,1957,P,176409,4200026,4.200188284548715
1993,1957,Q,665,4200026,0.015833235318067077
1994,1957,R,390080,4200026,9.287561553190384
1995,1957,S,296496,4200026,7.059384870474611
1996,1957,T,197167,4200026,4.694423320236589
1997,1957,U,1162,4200026,0.027666495397885633
1998,1957,V,65651,4200026,1.563109371227702
1999,1957,W,109219,4200026,2.600436283013486
2000,1957,X,124,4200026,0.002952362675850102
2001,1957,Y,7289,4200026,0.17354654471186606
2002,1957,Z,1778,4200026,0.04233307127146356
2003,1958,A,156373,4131596,3.784808582446106
2004,1958,B,192210,4131596,4.6521973590835115
2005,1958,C,309320,4131596,7.48669521414969
2006,1958,D,460166,4131596,11.137729826439951
2007,1958,E,116472,4131596,2.8190558805846457
2008,1958,F,45041,4131596,1.0901598316970005
2009,1958,G,143395,4131596,3.470692681472245
2010,1958,H,45769,4131596,1.1077801411367423
2011,1958,I,12199,4131596,0.2952612017244668
2012,1958,J,492641,4131596,11.92374569052734
2013,1958,K,234797,4131596,5.682961257586657
2014,1958,L,240064,4131596,5.810442260085448
2015,1958,M,380179,4131596,9.201746734191824
2016,1958,N,55157,4131596,1.335004680999788
2017,1958,O,7681,4131596,0.18590878682233208
2018,1958,P,178866,4131596,4.3292228959462635
2019,1958,Q,648,4131596,0.015684011699110947
2020,1958,R,374827,4131596,9.07220841534361
2021,1958,S,290515,4131596,7.03154422649262
2022,1958,T,218481,4131596,5.288053333384967
2023,1958,U,945,4131596,0.022872517061203468
2024,1958,V,63339,4131596,1.5330395324228216
2025,1958,W,103806,4131596,2.5124915407992456
2026,1958,X,91,4131596,0.002202538679967741
2027,1958,Y,7007,4131596,0.1695954783575161
2028,1958,Z,1607,4131596,0.03889538086492483
2029,1959,A,162790,4156553,3.9164663604674352
2030,1959,B,195041,4156553,4.6923737048462995
2031,1959,C,307328,4156553,7.393818868663529
2032,1959,D,465552,4156553,11.200434590873735
2033,1959,E,117268,4156553,2.821280036607256
2034,1959,F,45330,4156553,1.090567111738982
2035,1959,G,140948,4156553,3.390982864888286
2036,1959,H,43834,4156553,1.0545757506279845
2037,1959,I,12099,4156553,0.29108253882483875
2038,1959,J,492703,4156553,11.853644113283291
2039,1959,K,238467,4156553,5.737133629716739
2040,1959,L,245096,4156553,5.896616739880376
2041,1959,M,380091,4156553,9.144379970615073
2042,1959,N,53746,4156553,1.2930425763848075
2043,1959,O,7463,4156553,0.17954781281508983
2044,1959,P,173644,4156553,4.1775961956938845
2045,1959,Q,740,4156553,0.01780321338378219
2046,1959,R,369336,4156553,8.88563191663862
2047,1959,S,295496,4156553,7.109159921694731
2048,1959,T,237059,4156553,5.703259407494624
2049,1959,U,795,4156553,0.019126425189333565
2050,1959,V,61418,4156553,1.4776185940609925
2051,1959,W,101056,4156553,2.4312453131236387
2052,1959,X,159,4156553,0.0038252850378667136
2053,1959,Y,7428,4156553,0.17870576893882986
2054,1959,Z,1666,4156553,0.04008128850997449
2055,1960,A,170903,4154810,4.113377025664231
2056,1960,B,196349,4154810,4.72582380421728
2057,1960,C,302608,4154810,7.283317408016251
2058,1960,D,452620,4154810,10.89387962385765
2059,1960,E,116701,4154810,2.8088167689978603
2060,1960,F,45042,4154810,1.0840928947412758
2061,1960,G,136962,4154810,3.2964684305660183
2062,1960,H,42850,4154810,1.0313347662107293
2063,1960,I,11959,4154810,0.287835063456572
2064,1960,J,494081,4154810,11.891783258440219
2065,1960,K,246758,4154810,5.939092280994799
2066,1960,L,257912,4154810,6.207552210570399
2067,1960,M,381107,4154810,9.172669749037862
2068,1960,N,52793,4154810,1.270647755252346
2069,1960,O,7412,4154810,0.17839564264069838
2070,1960,P,164920,4154810,3.969375254223418
2071,1960,Q,782,4154810,0.018821558627229645
2072,1960,R,358195,4154810,8.62121252235361
2073,1960,S,299432,4154810,7.206875886021262
2074,1960,T,246816,4154810,5.9404882533738
2075,1960,U,830,4154810,0.019976846113300008
2076,1960,V,59657,4154810,1.4358538657604079
2077,1960,W,98268,4154810,2.365162305857548
2078,1960,X,153,4154810,0.0036824788618492785
2079,1960,Y,7931,4154810,0.19088718858383416
2080,1960,Z,1769,4154810,0.04257715755955146
2081,1961,A,173516,4139818,4.191391988729939
2082,1961,B,191207,4139818,4.61872961564977
2083,1961,C,303000,4139818,7.319162339986927
2084,1961,D,435752,4139818,10.525873359650111
2085,1961,E,113809,4139818,2.7491305173319214
2086,1961,F,43083,4139818,1.0406979244015075
2087,1961,G,138771,4139818,3.3521038847601514
2088,1961,H,41186,4139818,0.9948746539099061
2089,1961,I,11510,4139818,0.2780315463143549
2090,1961,J,506511,4139818,12.235103089072998
2091,1961,K,242407,4139818,5.855498961548551
2092,1961,L,265688,4139818,6.417866679163191
2093,1961,M,382651,4139818,9.243184120654579
2094,1961,N,50651,4139818,1.223507893342171
2095,1961,O,7174,4139818,0.17329264233355185
2096,1961,P,158090,4139818,3.8187669119753576
2097,1961,Q,823,4139818,0.019880101009271425
2098,1961,R,352432,4139818,8.51322449441014
2099,1961,S,301726,4139818,7.28838804024718
2100,1961,T,254111,4139818,6.1382167042126
2101,1961,U,828,4139818,0.02000087926570685
2102,1961,V,58568,4139818,1.4147481845820276
2103,1961,W,95541,4139818,2.307855079619442
2104,1961,X,195,4139818,0.004710352000981685
2105,1961,Y,8726,4139818,0.21078221313110868
2106,1961,Z,1862,4139818,0.04497782269655332
2107,1962,A,173237,4035493,4.292833614133391
2108,1962,B,182937,4035493,4.533200776212473
2109,1962,C,288952,4035493,7.160265177018024
2110,1962,D,414709,4035493,10.276538702954014
2111,1962,E,109783,4035493,2.7204358922193648
2112,1962,F,40510,4035493,1.003842653177691
2113,1962,G,134810,4035493,3.3406079505031974
2114,1962,H,39936,4035493,0.9896188644113618
2115,1962,I,11084,4035493,0.2746628478850044
2116,1962,J,493173,4035493,12.220886023095566
2117,1962,K,245333,4035493,6.079381131376018
2118,1962,L,258350,4035493,6.401943950838225
2119,1962,M,373350,4035493,9.251657728064453
2120,1962,N,48025,4035493,1.1900652534894747
2121,1962,O,6833,4035493,0.16932255860684184
2122,1962,P,149304,4035493,3.69977100691291
2123,1962,Q,781,4035493,0.01935327356533638
2124,1962,R,336773,4035493,8.345275286067897
2125,1962,S,308569,4035493,7.646376787173215
2126,1962,T,260512,4035493,6.455518569850077
2127,1962,U,694,4035493,0.017197403142565234
2128,1962,V,56819,4035493,1.407981627027974
2129,1962,W,90456,4035493,2.241510516806745
2130,1962,X,197,4035493,0.004881683600987538
2131,1962,Y,8563,4035493,0.2121921658642451
2132,1962,Z,1803,4035493,0.04467855600294685
2133,1963,A,176518,3958972,4.45868270854151
2134,1963,B,174805,3958972,4.4154139003761586
2135,1963,C,278181,3958972,7.026596803412604
2136,1963,D,396017,3958972,10.00302603807251
2137,1963,E,108351,3958972,2.736846838017546
2138,1963,F,39360,3958972,0.9941974835891743
2139,1963,G,127981,3958972,3.23268262569172
2140,1963,H,40355,3958972,1.0193302705853944
2141,1963,I,10695,3958972,0.27014588635635717
2142,1963,J,475467,3958972,12.00986013540889
2143,1963,K,245845,3958972,6.209819114659058
2144,1963,L,262808,3958972,6.638288929550399
2145,1963,M,364302,3958972,9.201934239494495
2146,1963,N,46147,3958972,1.1656308758940452
2147,1963,O,6779,3958972,0.17123131964560498
2148,1963,P,152067,3958972,3.8410728845771076
2149,1963,Q,1107,3958972,0.027961804225945526
2150,1963,R,328312,3958972,8.292859863621162
2151,1963,S,304192,3958972,7.683610795933895
2152,1963,T,264761,3958972,6.687619917493732
2153,1963,U,671,3958972,0.016948844295943493
2154,1963,V,53596,3958972,1.3537857807531855
2155,1963,W,89261,3958972,2.254650954843833
2156,1963,X,227,3958972,0.005733811706675369
2157,1963,Y,8738,3958972,0.22071386208338933
2158,1963,Z,2429,3958972,0.061354311169667275
2159,1964,A,184582,3887864,4.747645493772415
2160,1964,B,165477,3887864,4.256244559994897
2161,1964,C,271818,3887864,6.991448260535862
2162,1964,D,387981,3887864,9.979284254799037
2163,1964,E,108214,3887864,2.7833792540068276
2164,1964,F,38911,3887864,1.0008323336413003
2165,1964,G,118114,3887864,3.038017790745767
2166,1964,H,41123,3887864,1.057727327910647
2167,1964,I,10717,3887864,0.27565264628598124
2168,1964,J,477246,3887864,12.275275061061807
2169,1964,K,243892,3887864,6.273161818417517
2170,1964,L,247219,3887864,6.358735799400391
2171,1964,M,357844,3887864,9.20412853947566
2172,1964,N,44033,3887864,1.132575625073305
2173,1964,O,6551,3887864,0.16849869234109013
2174,1964,P,152643,3887864,3.9261404205496895
2175,1964,Q,1239,3887864,0.03186839868884302
2176,1964,R,320886,3887864,8.253529444445586
2177,1964,S,296342,3887864,7.622231641847554
2178,1964,T,260661,3887864,6.704478345950372
2179,1964,U,691,3887864,0.01777325544309163
2180,1964,V,51518,3887864,1.3250977914865336
2181,1964,W,88112,3887864,2.266334419105195
2182,1964,X,235,3887864,0.006044450114510178
2183,1964,Y,9294,3887864,0.2390515717627983
2184,1964,Z,2521,3887864,0.06484280314331983
2185,1965,A,182202,3626379,5.024350736643909
2186,1965,B,149682,3626379,4.127588429118964
2187,1965,C,257158,3626379,7.09131615862545
2188,1965,D,356178,3626379,9.82186362760208
2189,1965,E,104979,3626379,2.8948711648727286
2190,1965,F,35832,3626379,0.9880930812802523
2191,1965,G,105857,3626379,2.9190826441472333
2192,1965,H,38407,3626379,1.0591005518176673
2193,1965,I,9996,3626379,0.27564686426873747
2194,1965,J,436805,3626379,12.045210939066214
2195,1965,K,240409,3626379,6.629450479390048
2196,1965,L,230152,3626379,6.346606353059071
2197,1965,M,334772,3626379,9.231577835631631
2198,1965,N,39107,3626379,1.0784035535171586
2199,1965,O,5999,3626379,0.16542672456464147
2200,1965,P,134662,3626379,3.7134011640813056
2201,1965,Q,1013,3626379,0.02793420103083544
2202,1965,R,299371,3626379,8.255369888254924
2203,1965,S,277932,3626379,7.6641740976329285
2204,1965,T,243634,3626379,6.718382165791276
2205,1965,U,731,3626379,0.020157848917611756
2206,1965,V,47128,3626379,1.2995883772766166
2207,1965,W,83140,3626379,2.2926450875653095
2208,1965,X,231,3626379,0.00636999056083217
2209,1965,Y,9088,3626379,0.25060811349282575
2210,1965,Z,1914,3626379,0.05277992178975225
2211,1966,A,179597,3475832,5.1670218813797675
2212,1966,B,145053,3475832,4.173187887101562
2213,1966,C,248005,3475832,7.135126208631487
2214,1966,D,330292,3475832,9.502530617129942
2215,1966,E,99192,3475832,2.8537627825510556
2216,1966,F,33807,3475832,0.97263043783474
2217,1966,G,98486,3475832,2.8334510989023634
2218,1966,H,37786,3475832,1.087106626557325
2219,1966,I,9866,3475832,0.2838457094589152
2220,1966,J,418465,3475832,12.039275776274573
2221,1966,K,230177,3475832,6.622213041366787
2222,1966,L,215250,3475832,6.192761905638707
2223,1966,M,332332,3475832,9.561221601044009
2224,1966,N,39594,3475832,1.1391229495556747
2225,1966,O,5900,3475832,0.16974353190833158
2226,1966,P,122557,3475832,3.5259759389982026
2227,1966,Q,891,3475832,0.025634150327173467
2228,1966,R,277224,3475832,7.975759472839885
2229,1966,S,273996,3475832,7.882889621822919
2230,1966,T,244850,3475832,7.044356574195761
2231,1966,U,809,3475832,0.023275002934549194
2232,1966,V,42440,3475832,1.2210026261338291
2233,1966,W,78223,3475832,2.2504827621127834
2234,1966,X,290,3475832,0.008343326144646807
2235,1966,Y,9030,3475832,0.2597939140902092
2236,1966,Z,1720,3475832,0.04948455506480175
2237,1967,A,186941,3395291,5.505890364036543
2238,1967,B,138171,3395291,4.0694891836958895
2239,1967,C,243638,3395291,7.1757619597259845
2240,1967,D,314296,3395291,9.25682069666488
2241,1967,E,98134,3395291,2.8902971792403065
2242,1967,F,31908,3395291,0.9397721726944759
2243,1967,G,92856,3395291,2.7348465860510927
2244,1967,H,36274,3395291,1.0683620343587634
2245,1967,I,9617,3395291,0.28324523582809247
2246,1967,J,397308,3395291,11.701736316563146
2247,1967,K,223260,3395291,6.575577763437655
2248,1967,L,204752,3395291,6.030469847798024
2249,1967,M,339571,3395291,10.00123406211721
2250,1967,N,39138,3395291,1.1527141561651122
2251,1967,O,5785,3395291,0.1703830393330056
2252,1967,P,115726,3395291,3.408426553129025
2253,1967,Q,834,3395291,0.024563432118189576
2254,1967,R,263970,3395291,7.774591338415471
2255,1967,S,278361,3395291,8.198443078958476
2256,1967,T,244264,3395291,7.194199260092876
2257,1967,U,905,3395291,0.026654563629450317
2258,1967,V,41205,3395291,1.2135925904436466
2259,1967,W,77121,3395291,2.2714106095766167
2260,1967,X,232,3395291,0.006832993107218203
2261,1967,Y,9341,3395291,0.2751163302350226
2262,1967,Z,1683,3395291,0.04956865258382861
2263,1968,A,187918,3379031,5.56129849060278
2264,1968,B,135480,3379031,4.009433473679288
2265,1968,C,249703,3379031,7.389781271613074
2266,1968,D,302918,3379031,8.964641046501201
2267,1968,E,96081,3379031,2.843448314028489
2268,1968,F,30516,3379031,0.9030991429199673
2269,1968,G,88936,3379031,2.6319971613163657
2270,1968,H,37399,3379031,1.1067965934612616
2271,1968,I,9519,3379031,0.281707980779105
2272,1968,J,404755,3379031,11.97843405402318
2273,1968,K,223679,3379031,6.619619648354809
2274,1968,L,202293,3379031,5.986716310090082
2275,1968,M,342869,3379031,10.146962250420314
2276,1968,N,37875,3379031,1.1208834722143715
2277,1968,O,6053,3379031,0.17913419557263605
2278,1968,P,109368,3379031,3.2366675535086835
2279,1968,Q,864,3379031,0.025569460593880315
2280,1968,R,261306,3379031,7.733163738361679
2281,1968,S,276620,3379031,8.186370589674969
2282,1968,T,248684,3379031,7.359624697139505
2283,1968,U,771,3379031,0.02281719226606681
2284,1968,V,39617,3379031,1.172436713365459
2285,1968,W,74258,3379031,2.1976122740513477
2286,1968,X,282,3379031,0.008345587832724826
2287,1968,Y,9708,3379031,0.28730130028401635
2288,1968,Z,1559,3379031,0.046137487344744696
2289,1969,A,200627,3476679,5.770650669791488
2290,1969,B,139200,3476679,4.003820887691961
2291,1969,C,265208,3476679,7.628199209648058
2292,1969,D,303111,3476679,8.718406272192516
2293,1969,E,102523,3476679,2.9488773625635267
2294,1969,F,31062,3476679,0.8934388248095381
2295,1969,G,89864,3476679,2.584765519048494
2296,1969,H,43404,3476679,1.2484327716191228
2297,1969,I,10102,3476679,0.2905646451685646
2298,1969,J,428028,3476679,12.311404072679704
2299,1969,K,227246,3476679,6.536295125319307
2300,1969,L,199605,3476679,5.741254800917773
2301,1969,M,349865,3476679,10.06319536546227
2302,1969,N,43982,3476679,1.265057832488993
2303,1969,O,6477,3476679,0.1862984762182531
2304,1969,P,104060,3476679,2.9930862181984588
2305,1969,Q,994,3476679,0.028590502603202655
2306,1969,R,259053,3476679,7.451162445540701
2307,1969,S,292091,3476679,8.40143711858357
2308,1969,T,253322,3476679,7.286321227815396
2309,1969,U,821,3476679,0.023614489574677443
2310,1969,V,39705,3476679,1.1420381346681705
2311,1969,W,74758,3476679,2.1502704161068653
2312,1969,X,303,3476679,0.008715213570191553
2313,1969,Y,9606,3476679,0.27629815694805304
2314,1969,Z,1662,3476679,0.04780424077114971
2315,1970,A,223205,3607741,6.186835474054263
2316,1970,B,144334,3607741,4.000675214767357
2317,1970,C,280942,3607741,7.787199801759605
2318,1970,D,300585,3607741,8.33166793292534
2319,1970,E,109360,3607741,3.03125972734739
2320,1970,F,32156,3607741,0.8913056674522921
2321,1970,G,89845,3607741,2.49033952270964
2322,1970,H,49608,3607741,1.3750432750022799
2323,1970,I,10935,3607741,0.3030982545587391
2324,1970,J,467921,3607741,12.969916632042045
2325,1970,K,236470,3607741,6.554517078692733
2326,1970,L,191205,3607741,5.299853842057953
2327,1970,M,357656,3607741,9.91357195541476
2328,1970,N,48628,3607741,1.3478794625223929
2329,1970,O,6904,3607741,0.1913662871032039
2330,1970,P,101026,3607741,2.800256448564351
2331,1970,Q,1368,3607741,0.03791846476784226
2332,1970,R,255152,3607741,7.072348042722579
2333,1970,S,303969,3607741,8.42546624050895
2334,1970,T,266774,3607741,7.394488684193239
2335,1970,U,863,3607741,0.02392078588790049
2336,1970,V,39454,3607741,1.0935929158994506
2337,1970,W,77459,3607741,2.1470221947750683
2338,1970,X,322,3607741,0.00892525267196287
2339,1970,Y,9475,3607741,0.26262971759890746
2340,1970,Z,2125,3607741,0.058901123999754966
2341,1971,A,228975,3432676,6.670451857384735
2342,1971,B,138281,3432676,4.028373199218336
2343,1971,C,280515,3432676,8.17190436848686
2344,1971,D,269320,3432676,7.845773967598458
2345,1971,E,105708,3432676,3.0794633691032884
2346,1971,F,30886,3432676,0.8997644986010914
2347,1971,G,81392,3432676,2.3710947377497904
2348,1971,H,49197,3432676,1.433196724654468
2349,1971,I,11072,3432676,0.322547190588334
2350,1971,J,461080,3432676,13.432086220779357
2351,1971,K,217485,3432676,6.335727578134377
2352,1971,L,172709,3432676,5.031322501744994
2353,1971,M,338373,3432676,9.857411535490096
2354,1971,N,48306,3432676,1.4072402988222599
2355,1971,O,6952,3432676,0.20252421143154786
2356,1971,P,88732,3432676,2.584922084111638
2357,1971,Q,1393,3432676,0.040580584943059
2358,1971,R,237238,3432676,6.911167846892628
2359,1971,S,295904,3432676,8.620213501070301
2360,1971,T,249297,3432676,7.262468115254688
2361,1971,U,951,3432676,0.027704333295656216
2362,1971,V,35633,3432676,1.0380531107509128
2363,1971,W,70619,3432676,2.0572579526876407
2364,1971,X,406,3432676,0.011827507169333779
2365,1971,Y,9923,3432676,0.28907476266329823
2366,1971,Z,2329,3432676,0.06784794137285313
2367,1972,A,213598,3143851,6.7941515039993945
2368,1972,B,136312,3143851,4.335828892654264
2369,1972,C,268578,3143851,8.542962118751811
2370,1972,D,235759,3143851,7.499051322724901
2371,1972,E,97912,3143851,3.1143969609246747
2372,1972,F,27371,3143851,0.8706201407127755
2373,1972,G,71061,3143851,2.260317044287404
2374,1972,H,47576,3143851,1.5133032704158051
2375,1972,I,10519,3143851,0.3345896481735299
2376,1972,J,439741,3143851,13.987335913820342
2377,1972,K,196928,3143851,6.263910089886575
2378,1972,L,150461,3143851,4.785882028124107
2379,1972,M,311487,3143851,9.90781687808996
2380,1972,N,54562,3143851,1.7355148192455685
2381,1972,O,6780,3143851,0.21565907544600554
2382,1972,P,74040,3143851,2.355073443366114
2383,1972,Q,1410,3143851,0.04484945374319584
2384,1972,R,212492,3143851,6.758971719715724
2385,1972,S,260668,3143851,8.291359864064804
2386,1972,T,221487,3143851,7.045085788098736
2387,1972,U,900,3143851,0.02862731089991224
2388,1972,V,31439,3143851,1.000015585980379
2389,1972,W,60573,3143851,1.9267134479337602
2390,1972,X,398,3143851,0.012659633042405636
2391,1972,Y,9082,3143851,0.2888813751033366
2392,1972,Z,2717,3143851,0.08642267079451285
2393,1973,A,218102,3017477,7.227958986928483
2394,1973,B,136206,3017477,4.513903502827031
2395,1973,C,255881,3017477,8.479965215973477
2396,1973,D,219647,3017477,7.279160702799061
2397,1973,E,96317,3017477,3.19197130582934
2398,1973,F,25915,3017477,0.85883007558964
2399,1973,G,65771,3017477,2.179668643704658
2400,1973,H,49933,3017477,1.6547930605601964
2401,1973,I,10657,3017477,0.3531758485648772
2402,1973,J,439665,3017477,14.570616445460892
2403,1973,K,184558,3017477,6.116301797826463
2404,1973,L,137841,3017477,4.568087842923077
2405,1973,M,303255,3017477,10.049952327722796
2406,1973,N,52818,3017477,1.7504027371211115
2407,1973,O,7100,3017477,0.2352959111204493
2408,1973,P,67124,3017477,2.2245074278942307
2409,1973,Q,1461,3017477,0.048417933260137526
2410,1973,R,199406,3017477,6.608368514490747
2411,1973,S,243671,3017477,8.075322529384648
2412,1973,T,203598,3017477,6.747292522859329
2413,1973,U,874,3017477,0.02896459525623559
2414,1973,V,30808,3017477,1.0209854126477185
2415,1973,W,55440,3017477,1.8372965228898184
2416,1973,X,428,3017477,0.014184035205570746
2417,1973,Y,8050,3017477,0.26677916683374886
2418,1973,Z,2951,3017477,0.09779693432625998
2419,1974,A,233707,3040518,7.68642053755314
2420,1974,B,136304,3040518,4.482920344493932
2421,1974,C,257354,3040518,8.464149858675398
2422,1974,D,214133,3040518,7.0426486539464666
2423,1974,E,98622,3040518,3.243592045829033
2424,1974,F,25055,3040518,0.8240372199737018
2425,1974,G,63311,3040518,2.082243880812414
2426,1974,H,54801,3040518,1.8023573614759063
2427,1974,I,11013,3040518,0.3622080185021105
2428,1974,J,462679,3040518,15.21711103173867
2429,1974,K,181806,3040518,5.979441660927513
2430,1974,L,134303,3040518,4.417109189947239
2431,1974,M,303766,3040518,9.990600285872342
2432,1974,N,56601,3040518,1.8615578003484932
2433,1974,O,7408,3040518,0.24364269509340183
2434,1974,P,63821,3040518,2.0990173384929802
2435,1974,Q,1622,3040518,0.05334617325074214
